evidence_id,indicator_id
ev_e5d354a18b69cca6,5079
ev_935a48a7d5ac96bf,5027
ev_935a48a7d5ac96bf,5028
ev_935a48a7d5ac96bf,5030
ev_935a48a7d5ac96bf,5031
ev_935a48a7d5ac96bf,5077
ev_935a48a7d5ac96bf,5079
ev_cee37cf88880c6f7,5016
ev_cee37cf88880c6f7,5018
ev_cee37cf88880c6f7,5022
ev_cee37cf88880c6f7,5032
ev_b331e60fac0107d0,5026
ev_b331e60fac0107d0,5033
ev_b331e60fac0107d0,5071
ev_b331e60fac0107d0,5072
ev_70b48f6a25c432c0,5019
ev_70b48f6a25c432c0,5021
ev_70b48f6a25c432c0,5024
ev_894ffb7b63393d7d,5016
ev_894ffb7b63393d7d,5017
ev_894ffb7b63393d7d,5019
ev_894ffb7b63393d7d,5020
ev_894ffb7b63393d7d,5021
ev_894ffb7b63393d7d,5024
ev_f812933382533c8b,5026
ev_f812933382533c8b,5071
ev_f812933382533c8b,5072
ev_a6278c5dcaf35a66,5023
ev_a6278c5dcaf35a66,5025
ev_fd4b76ec8cbc0f58,5016
ev_fd4b76ec8cbc0f58,5017
ev_fd4b76ec8cbc0f58,5019
ev_fd4b76ec8cbc0f58,5020
ev_fd4b76ec8cbc0f58,5021
ev_fd4b76ec8cbc0f58,5024
ev_6d65d00512a38132,5023
ev_062b74181e7f98fe,5025
ev_687e721d9f8a5ec2,5025
ev_687e721d9f8a5ec2,5064
ev_c744aae4bfa50859,5016
ev_c744aae4bfa50859,5019
ev_c744aae4bfa50859,5021
ev_c744aae4bfa50859,5022
ev_c744aae4bfa50859,5023
ev_c744aae4bfa50859,5024
ev_c744aae4bfa50859,5025
ev_c28fbc691be4fd17,5027
ev_c28fbc691be4fd17,5028
ev_c28fbc691be4fd17,5030
ev_c28fbc691be4fd17,5031
ev_c28fbc691be4fd17,5072
ev_c28fbc691be4fd17,5077
ev_c28fbc691be4fd17,5079
ev_22b4d4a2772a43db,5027
ev_22b4d4a2772a43db,5028
ev_22b4d4a2772a43db,5030
ev_22b4d4a2772a43db,5031
ev_22b4d4a2772a43db,5038
ev_22b4d4a2772a43db,5072
ev_22b4d4a2772a43db,5077
ev_22b4d4a2772a43db,5079
ev_dc4124eb9a25be93,5038
ev_dc4124eb9a25be93,5067
ev_dc4124eb9a25be93,5079
ev_4f20e5ec102e008d,5071
ev_4f20e5ec102e008d,5072
ev_4f20e5ec102e008d,5077
ev_4f20e5ec102e008d,5079
ev_b837366c1b9f8784,5067
ev_b837366c1b9f8784,5068
ev_b837366c1b9f8784,5071
ev_b837366c1b9f8784,5072
ev_b837366c1b9f8784,5073
ev_b837366c1b9f8784,5074
ev_b837366c1b9f8784,5077
ev_b837366c1b9f8784,5078
ev_b837366c1b9f8784,5079
ev_faac5e2a24d614c9,5067
ev_faac5e2a24d614c9,5068
ev_faac5e2a24d614c9,5071
ev_faac5e2a24d614c9,5072
ev_faac5e2a24d614c9,5073
ev_faac5e2a24d614c9,5074
ev_faac5e2a24d614c9,5077
ev_faac5e2a24d614c9,5078
ev_faac5e2a24d614c9,5079
ev_75417fd5afb2ec00,5016
ev_75417fd5afb2ec00,5018
ev_75417fd5afb2ec00,5021
ev_75417fd5afb2ec00,5022
ev_75417fd5afb2ec00,5023
ev_75417fd5afb2ec00,5024
ev_75417fd5afb2ec00,5025
ev_75417fd5afb2ec00,5032
ev_dae01198a1b761c8,5016
ev_dae01198a1b761c8,5019
ev_dae01198a1b761c8,5021
ev_dae01198a1b761c8,5024
ev_dae01198a1b761c8,5032
ev_6febfd394956d59b,5036
ev_6febfd394956d59b,5037
ev_6febfd394956d59b,5066
ev_6febfd394956d59b,5067
ev_6febfd394956d59b,5072
ev_c5443b6dce63fdf1,5067
ev_c5443b6dce63fdf1,5068
ev_c5443b6dce63fdf1,5072
ev_c5443b6dce63fdf1,5073
ev_c5443b6dce63fdf1,5074
ev_c5443b6dce63fdf1,5077
ev_c5443b6dce63fdf1,5079
ev_d7c3971e0faca790,5036
ev_d7c3971e0faca790,5065
ev_d7c3971e0faca790,5066
ev_d7c3971e0faca790,5067
ev_d7c3971e0faca790,5070
ev_d7c3971e0faca790,5072
ev_a95986dd249f3116,5019
ev_a95986dd249f3116,5021
ev_a95986dd249f3116,5024
ev_a95986dd249f3116,5029
ev_a95986dd249f3116,5076
ev_08007abbc18eca7e,5019
ev_08007abbc18eca7e,5021
ev_08007abbc18eca7e,5024
ev_08007abbc18eca7e,5032
ev_08007abbc18eca7e,5063
ev_e59329f775368b96,5063
ev_e59329f775368b96,5064
ev_e59329f775368b96,5076
ev_69ce970e325dcaa1,5026
ev_69ce970e325dcaa1,5033
ev_69ce970e325dcaa1,5071
ev_69ce970e325dcaa1,5072
ev_0228f981e75aa503,60062
ev_0228f981e75aa503,60078
ev_b906ed3f14885f36,60062
ev_b906ed3f14885f36,60078
ev_e9549678911bd26c,60022
ev_e9549678911bd26c,60062
ev_d1466c3a26417e83,60022
ev_d1466c3a26417e83,60025
ev_d1466c3a26417e83,60062
ev_d1466c3a26417e83,60065
ev_f2c62f484dc5d8d6,60022
ev_f2c62f484dc5d8d6,60025
ev_f2c62f484dc5d8d6,60026
ev_f2c62f484dc5d8d6,60062
ev_f2c62f484dc5d8d6,60065
ev_f2c62f484dc5d8d6,60066
ev_cd3df1613483d254,60022
ev_cd3df1613483d254,60025
ev_cd3df1613483d254,60026
ev_cd3df1613483d254,60062
ev_cd3df1613483d254,60065
ev_cd3df1613483d254,60066
ev_74b5a8d33dfe77a6,60014
ev_74b5a8d33dfe77a6,60016
ev_74b5a8d33dfe77a6,60017
ev_74b5a8d33dfe77a6,60022
ev_74b5a8d33dfe77a6,60027
ev_74b5a8d33dfe77a6,60054
ev_74b5a8d33dfe77a6,60056
ev_74b5a8d33dfe77a6,60057
ev_74b5a8d33dfe77a6,60062
ev_74b5a8d33dfe77a6,60067
ev_9a0a0ac7311f8a2c,60060
ev_9a0a0ac7311f8a2c,60062
ev_9a0a0ac7311f8a2c,60070
ev_9a0a0ac7311f8a2c,60077
ev_9a0a0ac7311f8a2c,60078
ev_1d51a9633d4e108d,60060
ev_1d51a9633d4e108d,60062
ev_1d51a9633d4e108d,60070
ev_1d51a9633d4e108d,60077
ev_1d51a9633d4e108d,60078
ev_daf1c86adc5a1fc9,60019
ev_daf1c86adc5a1fc9,60026
ev_daf1c86adc5a1fc9,60059
ev_daf1c86adc5a1fc9,60066
ev_9983cdafe92e22d0,60022
ev_9983cdafe92e22d0,60025
ev_9983cdafe92e22d0,60026
ev_9983cdafe92e22d0,60062
ev_9983cdafe92e22d0,60065
ev_9983cdafe92e22d0,60066
ev_40b98aa277d49851,60022
ev_40b98aa277d49851,60025
ev_40b98aa277d49851,60026
ev_40b98aa277d49851,60062
ev_40b98aa277d49851,60065
ev_40b98aa277d49851,60066
ev_9b9f9e20f2ee5aaa,60023
ev_9b9f9e20f2ee5aaa,60063
ev_79f2351e99364d2d,60019
ev_79f2351e99364d2d,60022
ev_79f2351e99364d2d,60024
ev_79f2351e99364d2d,60059
ev_79f2351e99364d2d,60062
ev_79f2351e99364d2d,60064
ev_541e9a6e7a234ce3,60039
ev_541e9a6e7a234ce3,60040
ev_541e9a6e7a234ce3,60079
ev_541e9a6e7a234ce3,60080
ev_c9450cf70c4637b7,60021
ev_c9450cf70c4637b7,60022
ev_c9450cf70c4637b7,60027
ev_c9450cf70c4637b7,60034
ev_c9450cf70c4637b7,60061
ev_c9450cf70c4637b7,60062
ev_c9450cf70c4637b7,60067
ev_c9450cf70c4637b7,60074
ev_6f8ad3fdf474374b,60021
ev_6f8ad3fdf474374b,60022
ev_6f8ad3fdf474374b,60034
ev_6f8ad3fdf474374b,60038
ev_6f8ad3fdf474374b,60061
ev_6f8ad3fdf474374b,60062
ev_6f8ad3fdf474374b,60074
ev_6f8ad3fdf474374b,60078
ev_7e1ca0290506e824,60021
ev_7e1ca0290506e824,60022
ev_7e1ca0290506e824,60034
ev_7e1ca0290506e824,60038
ev_7e1ca0290506e824,60061
ev_7e1ca0290506e824,60062
ev_7e1ca0290506e824,60074
ev_7e1ca0290506e824,60078
ev_bf9c747278b394e6,60023
ev_bf9c747278b394e6,60063
ev_45c34c0853172440,60018
ev_45c34c0853172440,60019
ev_45c34c0853172440,60021
ev_45c34c0853172440,60022
ev_45c34c0853172440,60025
ev_45c34c0853172440,60058
ev_45c34c0853172440,60059
ev_45c34c0853172440,60061
ev_45c34c0853172440,60062
ev_45c34c0853172440,60065
ev_1d2a7cff6760ea56,60019
ev_1d2a7cff6760ea56,60022
ev_1d2a7cff6760ea56,60023
ev_1d2a7cff6760ea56,60024
ev_1d2a7cff6760ea56,60059
ev_1d2a7cff6760ea56,60062
ev_1d2a7cff6760ea56,60063
ev_1d2a7cff6760ea56,60064
ev_24b499a93ccc3655,60060
ev_24b499a93ccc3655,60062
ev_24b499a93ccc3655,60070
ev_24b499a93ccc3655,60077
ev_24b499a93ccc3655,60078
ev_0dda796fb18c7145,60060
ev_0dda796fb18c7145,60062
ev_0dda796fb18c7145,60070
ev_0dda796fb18c7145,60077
ev_0dda796fb18c7145,60078
ev_dc0a69e384cd15d0,60018
ev_dc0a69e384cd15d0,60019
ev_dc0a69e384cd15d0,60022
ev_dc0a69e384cd15d0,60026
ev_dc0a69e384cd15d0,60058
ev_dc0a69e384cd15d0,60059
ev_dc0a69e384cd15d0,60062
ev_dc0a69e384cd15d0,60066
ev_9af1fd68a39f0992,60039
ev_9af1fd68a39f0992,60040
ev_9af1fd68a39f0992,60079
ev_9af1fd68a39f0992,60080
ev_e20c87233a143795,60021
ev_e20c87233a143795,60022
ev_e20c87233a143795,60025
ev_e20c87233a143795,60061
ev_e20c87233a143795,60062
ev_e20c87233a143795,60065
ev_438e47a1ea23085d,60021
ev_438e47a1ea23085d,60022
ev_438e47a1ea23085d,60025
ev_438e47a1ea23085d,60061
ev_438e47a1ea23085d,60062
ev_438e47a1ea23085d,60065
ev_5bef3e4864fe3424,60062
ev_5bef3e4864fe3424,60065
ev_5bef3e4864fe3424,60078
ev_72a4e3a8ce6e7233,60062
ev_72a4e3a8ce6e7233,60065
ev_72a4e3a8ce6e7233,60078
ev_9e6dcb45414988ff,60039
ev_9e6dcb45414988ff,60040
ev_9e6dcb45414988ff,60079
ev_9e6dcb45414988ff,60080
ev_767af2a746784deb,60021
ev_767af2a746784deb,60022
ev_767af2a746784deb,60027
ev_767af2a746784deb,60034
ev_767af2a746784deb,60061
ev_767af2a746784deb,60062
ev_767af2a746784deb,60067
ev_767af2a746784deb,60074
ev_df7107f1e26b8116,60021
ev_df7107f1e26b8116,60022
ev_df7107f1e26b8116,60034
ev_df7107f1e26b8116,60037
ev_df7107f1e26b8116,60038
ev_df7107f1e26b8116,60061
ev_df7107f1e26b8116,60062
ev_df7107f1e26b8116,60074
ev_df7107f1e26b8116,60077
ev_df7107f1e26b8116,60078
ev_f3ab5c7ac1d721bb,60021
ev_f3ab5c7ac1d721bb,60022
ev_f3ab5c7ac1d721bb,60034
ev_f3ab5c7ac1d721bb,60038
ev_f3ab5c7ac1d721bb,60061
ev_f3ab5c7ac1d721bb,60062
ev_f3ab5c7ac1d721bb,60074
ev_f3ab5c7ac1d721bb,60077
ev_f3ab5c7ac1d721bb,60078
ev_856f44fb128a4805,60022
ev_856f44fb128a4805,60025
ev_856f44fb128a4805,60026
ev_856f44fb128a4805,60062
ev_856f44fb128a4805,60065
ev_856f44fb128a4805,60066
ev_fc0c0b6367f9400d,60022
ev_fc0c0b6367f9400d,60025
ev_fc0c0b6367f9400d,60026
ev_fc0c0b6367f9400d,60062
ev_fc0c0b6367f9400d,60065
ev_fc0c0b6367f9400d,60066
ev_ecbba6e2dfe25e70,60023
ev_ecbba6e2dfe25e70,60063
ev_0736feedb33addd1,60022
ev_0736feedb33addd1,60025
ev_0736feedb33addd1,60038
ev_0736feedb33addd1,60062
ev_0736feedb33addd1,60065
ev_0736feedb33addd1,60078
ev_0d2d4fac5e088f05,60022
ev_0d2d4fac5e088f05,60038
ev_0d2d4fac5e088f05,60062
ev_0d2d4fac5e088f05,60078
ev_74cbccee1df006ef,60022
ev_74cbccee1df006ef,60025
ev_74cbccee1df006ef,60038
ev_74cbccee1df006ef,60062
ev_74cbccee1df006ef,60065
ev_74cbccee1df006ef,60078
ev_271143faf7b7bfdd,60022
ev_271143faf7b7bfdd,60027
ev_271143faf7b7bfdd,60028
ev_271143faf7b7bfdd,60034
ev_271143faf7b7bfdd,60035
ev_271143faf7b7bfdd,60036
ev_271143faf7b7bfdd,60037
ev_271143faf7b7bfdd,60038
ev_271143faf7b7bfdd,60062
ev_271143faf7b7bfdd,60067
ev_271143faf7b7bfdd,60068
ev_271143faf7b7bfdd,60074
ev_271143faf7b7bfdd,60075
ev_271143faf7b7bfdd,60076
ev_271143faf7b7bfdd,60077
ev_271143faf7b7bfdd,60078
ev_664515c2033bdf69,60022
ev_664515c2033bdf69,60027
ev_664515c2033bdf69,60028
ev_664515c2033bdf69,60034
ev_664515c2033bdf69,60035
ev_664515c2033bdf69,60036
ev_664515c2033bdf69,60037
ev_664515c2033bdf69,60038
ev_664515c2033bdf69,60062
ev_664515c2033bdf69,60067
ev_664515c2033bdf69,60068
ev_664515c2033bdf69,60074
ev_664515c2033bdf69,60075
ev_664515c2033bdf69,60076
ev_664515c2033bdf69,60077
ev_664515c2033bdf69,60078
ev_e65ae284f04de95c,60021
ev_e65ae284f04de95c,60022
ev_e65ae284f04de95c,60025
ev_e65ae284f04de95c,60027
ev_e65ae284f04de95c,60034
ev_e65ae284f04de95c,60061
ev_e65ae284f04de95c,60062
ev_e65ae284f04de95c,60065
ev_e65ae284f04de95c,60067
ev_e65ae284f04de95c,60074
ev_fa38d35ab4c14fda,60021
ev_fa38d35ab4c14fda,60022
ev_fa38d35ab4c14fda,60025
ev_fa38d35ab4c14fda,60027
ev_fa38d35ab4c14fda,60034
ev_fa38d35ab4c14fda,60061
ev_fa38d35ab4c14fda,60062
ev_fa38d35ab4c14fda,60065
ev_fa38d35ab4c14fda,60067
ev_fa38d35ab4c14fda,60074
ev_6196767b7b11a53c,60039
ev_6196767b7b11a53c,60040
ev_6196767b7b11a53c,60079
ev_6196767b7b11a53c,60080
ev_0453c879f1217bce,60021
ev_0453c879f1217bce,60022
ev_0453c879f1217bce,60025
ev_0453c879f1217bce,60061
ev_0453c879f1217bce,60062
ev_0453c879f1217bce,60065
ev_8304877af93c3dce,60021
ev_8304877af93c3dce,60022
ev_8304877af93c3dce,60025
ev_8304877af93c3dce,60061
ev_8304877af93c3dce,60062
ev_8304877af93c3dce,60065
ev_92f302c4a3d97a53,60014
ev_92f302c4a3d97a53,60015
ev_92f302c4a3d97a53,60016
ev_92f302c4a3d97a53,60017
ev_92f302c4a3d97a53,60054
ev_92f302c4a3d97a53,60055
ev_92f302c4a3d97a53,60056
ev_92f302c4a3d97a53,60057
ev_0b7b892a982c9ba7,60014
ev_0b7b892a982c9ba7,60015
ev_0b7b892a982c9ba7,60016
ev_0b7b892a982c9ba7,60017
ev_0b7b892a982c9ba7,60054
ev_0b7b892a982c9ba7,60055
ev_0b7b892a982c9ba7,60056
ev_0b7b892a982c9ba7,60057
ev_df47f592cff00ab3,60016
ev_df47f592cff00ab3,60017
ev_df47f592cff00ab3,60033
ev_df47f592cff00ab3,60056
ev_df47f592cff00ab3,60057
ev_df47f592cff00ab3,60073
ev_d670480c9bdb8e47,60016
ev_d670480c9bdb8e47,60031
ev_d670480c9bdb8e47,60033
ev_d670480c9bdb8e47,60056
ev_d670480c9bdb8e47,60071
ev_d670480c9bdb8e47,60073
ev_bd47137c9ea0dfc9,60062
ev_bd47137c9ea0dfc9,60078
ev_55fef27ed813f7fd,60037
ev_55fef27ed813f7fd,60038
ev_55fef27ed813f7fd,60062
ev_55fef27ed813f7fd,60070
ev_55fef27ed813f7fd,60077
ev_55fef27ed813f7fd,60078
ev_76cc19f0a9bd11f7,60038
ev_76cc19f0a9bd11f7,60062
ev_76cc19f0a9bd11f7,60070
ev_76cc19f0a9bd11f7,60077
ev_76cc19f0a9bd11f7,60078
ev_26bd61f8765158c5,60019
ev_26bd61f8765158c5,60025
ev_26bd61f8765158c5,60026
ev_26bd61f8765158c5,60059
ev_26bd61f8765158c5,60065
ev_26bd61f8765158c5,60066
ev_7b197fed8182a2c4,60039
ev_7b197fed8182a2c4,60040
ev_7b197fed8182a2c4,60079
ev_7b197fed8182a2c4,60080
ev_c458f9dd1f2a376e,60039
ev_c458f9dd1f2a376e,60040
ev_c458f9dd1f2a376e,60079
ev_c458f9dd1f2a376e,60080
ev_a3d1cbe682e5c9ea,60021
ev_a3d1cbe682e5c9ea,60027
ev_a3d1cbe682e5c9ea,60034
ev_a3d1cbe682e5c9ea,60061
ev_a3d1cbe682e5c9ea,60067
ev_a3d1cbe682e5c9ea,60074
ev_7a53793d307bec4f,60021
ev_7a53793d307bec4f,60027
ev_7a53793d307bec4f,60034
ev_7a53793d307bec4f,60061
ev_7a53793d307bec4f,60067
ev_7a53793d307bec4f,60074
ev_caf4f0896f70d832,50013
ev_caf4f0896f70d832,50089
ev_b11cdfc1a47b1dcb,50089
ev_b11cdfc1a47b1dcb,50090
ev_fc6caa3878cad4ad,50013
ev_fc6caa3878cad4ad,50089
ev_9d00a2d8ddf1e908,50019
ev_9d00a2d8ddf1e908,50020
ev_9d00a2d8ddf1e908,50046
ev_9d00a2d8ddf1e908,50069
ev_9d00a2d8ddf1e908,50093
ev_6f250a901994df80,50019
ev_6f250a901994df80,50020
ev_6f250a901994df80,50046
ev_6f250a901994df80,50069
ev_6f250a901994df80,50093
ev_bb94baea75b71f49,50042
ev_bb94baea75b71f49,50066
ev_bb94baea75b71f49,50088
ev_bb94baea75b71f49,50089
ev_3eab26b373174082,50022
ev_3eab26b373174082,50025
ev_3eab26b373174082,50048
ev_3eab26b373174082,50049
ev_3eab26b373174082,50071
ev_3eab26b373174082,50094
ev_3eab26b373174082,50096
ev_b4164c7bead94d31,50013
ev_b4164c7bead94d31,50042
ev_b4164c7bead94d31,50066
ev_b4164c7bead94d31,50088
ev_b4164c7bead94d31,50089
ev_d62508fc0dd8dc57,50042
ev_d62508fc0dd8dc57,50066
ev_d62508fc0dd8dc57,50088
ev_d62508fc0dd8dc57,50089
ev_ec70dd17844c0662,50022
ev_ec70dd17844c0662,50025
ev_ec70dd17844c0662,50048
ev_ec70dd17844c0662,50049
ev_ec70dd17844c0662,50071
ev_ec70dd17844c0662,50094
ev_ec70dd17844c0662,50096
ev_0d7956b12c995759,50050
ev_0d7956b12c995759,50072
ev_d3f31b67444c4a55,50022
ev_d3f31b67444c4a55,50025
ev_d3f31b67444c4a55,50048
ev_d3f31b67444c4a55,50049
ev_d3f31b67444c4a55,50071
ev_d3f31b67444c4a55,50094
ev_d3f31b67444c4a55,50096
ev_6d91253ca45c76fc,50013
ev_6d91253ca45c76fc,50042
ev_6d91253ca45c76fc,50066
ev_6d91253ca45c76fc,50088
ev_6d91253ca45c76fc,50089
ev_eddbbbe2b24bd9f5,50024
ev_eddbbbe2b24bd9f5,50050
ev_eddbbbe2b24bd9f5,50072
ev_eddbbbe2b24bd9f5,50097
ev_761df104692a2521,50017
ev_761df104692a2521,50018
ev_761df104692a2521,50020
ev_761df104692a2521,50045
ev_761df104692a2521,50068
ev_761df104692a2521,50092
ev_79c78f362c1b07d1,50024
ev_79c78f362c1b07d1,50050
ev_79c78f362c1b07d1,50072
ev_79c78f362c1b07d1,50097
ev_d217ae24295b994e,50024
ev_d217ae24295b994e,50050
ev_d217ae24295b994e,50072
ev_d217ae24295b994e,50097
ev_7b668b80e1f9c70c,50024
ev_7b668b80e1f9c70c,50050
ev_7b668b80e1f9c70c,50072
ev_7b668b80e1f9c70c,50097
ev_a461dfe21ff5c437,50022
ev_a461dfe21ff5c437,50024
ev_a461dfe21ff5c437,50048
ev_a461dfe21ff5c437,50049
ev_a461dfe21ff5c437,50050
ev_a461dfe21ff5c437,50071
ev_a461dfe21ff5c437,50072
ev_a461dfe21ff5c437,50094
ev_a461dfe21ff5c437,50096
ev_a461dfe21ff5c437,50097
ev_b89a7580ea9f61c2,50019
ev_b89a7580ea9f61c2,50020
ev_b89a7580ea9f61c2,50046
ev_b89a7580ea9f61c2,50069
ev_b89a7580ea9f61c2,50093
ev_8f15696e915307a8,50019
ev_8f15696e915307a8,50020
ev_8f15696e915307a8,50046
ev_8f15696e915307a8,50069
ev_8f15696e915307a8,50093
ev_1f219f9325e9e628,50089
ev_1f219f9325e9e628,50090
ev_16c53e6a19b77056,50089
ev_d21a2545ca360322,50013
ev_d21a2545ca360322,50089
ev_d21a2545ca360322,50090
ev_697152fcd88afe79,50022
ev_697152fcd88afe79,50025
ev_697152fcd88afe79,50048
ev_697152fcd88afe79,50049
ev_697152fcd88afe79,50071
ev_697152fcd88afe79,50094
ev_697152fcd88afe79,50096
ev_518ff6e1fc430005,50016
ev_518ff6e1fc430005,50044
ev_6a8d0a226fab17e1,50022
ev_6a8d0a226fab17e1,50025
ev_6a8d0a226fab17e1,50048
ev_6a8d0a226fab17e1,50049
ev_6a8d0a226fab17e1,50071
ev_6a8d0a226fab17e1,50094
ev_6a8d0a226fab17e1,50096
ev_cfc54e381449693a,50016
ev_cfc54e381449693a,50044
ev_22ab7f6949e0f200,21
ev_22ab7f6949e0f200,22
ev_cc81ba74f990871b,21
ev_3a722b292fcf211d,20
